"","CB62_E8","CB62_L4i","E32C1_E8","E32C1_L4i","E32C4_E8","E32C4_L4i","E32C6_E8","E32C6_L4i","E5C3_E8","E5C3_L4i","H9_E8","H9_L4i","RUES01_E8","RUES01_L4i","RUES02_E8","RUES02_L4i"
"ENSG00000284427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000199938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000207076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264056",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"ENSG00000252457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199762",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212017",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000207827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206886",0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0
"ENSG00000206672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223169",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000201015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223044",0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1
"ENSG00000253010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200492",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238386",0,1,0,0,2,0,0,0,0,0,4,0,1,0,5,1
"ENSG00000252125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000266760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244710",0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000252444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200926",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252498",5,1,7,3,9,8,1,7,0,2,25,6,2,2,28,9
"ENSG00000200040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252944",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ENSG00000207403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200091",2,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0
"ENSG00000200310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222713",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000239316",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000222445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207632",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ENSG00000201613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199458",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1
"ENSG00000266875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206754",9,6,7,14,11,27,4,20,5,12,13,10,3,9,41,37
"ENSG00000283409",0,0,4,1,4,0,0,2,0,1,4,0,3,3,1,2
"ENSG00000266555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000222649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221500",11,11,28,23,23,43,8,39,2,16,38,7,12,23,26,56
"ENSG00000207982",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000200732",1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200534",52,21,47,67,47,53,11,77,12,22,77,57,34,25,55,107
"ENSG00000200058",2,0,1,2,1,6,0,0,2,0,7,1,0,1,9,2
"ENSG00000201309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222659",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000201628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222764",2,1,3,0,4,0,0,6,3,0,4,0,1,0,5,0
"ENSG00000238594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266245",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000212295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000223191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264017",0,1,4,5,8,0,0,0,0,3,8,1,0,0,8,4
"ENSG00000223203",0,0,0,1,2,2,0,2,0,0,5,0,0,0,6,3
"ENSG00000202343",9,1,8,2,12,5,2,14,0,2,9,2,2,1,17,11
"ENSG00000207292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217653",0,0,6,0,6,2,4,4,2,1,25,0,0,0,8,0
"ENSG00000199630",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000218300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219240",0,2,0,1,0,2,0,0,0,0,0,0,4,2,0,2
"ENSG00000135355",0,45,6,12,39,112,4,42,0,46,21,4,0,11,8,26
"ENSG00000252891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226455",4,0,1,6,3,3,0,0,5,2,1,0,0,4,1,3
"ENSG00000222078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118412",3261,2155,7192,4654,8966,6732,3290,3872,1682,3038,7112,2126,1851,3333,11209,9347
"ENSG00000285598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201119",0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
"ENSG00000217612",0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,3
"ENSG00000270638",17,7,29,19,75,33,20,5,8,10,40,2,9,14,74,21
"ENSG00000270828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288551",7,11,12,6,9,10,4,4,0,12,12,4,3,2,3,14
"ENSG00000288056",1,1,6,16,6,10,4,4,2,10,3,3,0,8,30,11
"ENSG00000280184",5,0,19,8,9,8,14,14,2,9,20,4,6,18,64,14
"ENSG00000118496",5147,4141,13319,8363,18137,10103,5141,5519,2765,4094,11695,2878,3734,4361,15799,12737
"ENSG00000223586",0,0,1,0,1,0,0,2,0,0,0,2,0,1,1,0
"ENSG00000028839",2449,2203,5166,4674,7565,5788,2328,3536,1123,2078,4225,1474,1845,2572,7215,6805
"ENSG00000288529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118526",3,0,16,7,44,23,10,3,8,9,11,2,12,3,27,15
"ENSG00000174156",4,6,0,0,0,4,0,4,10,0,0,4,0,0,6,4
"ENSG00000288014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170899",2122,2300,4787,5227,5133,4163,943,3955,1838,1643,4293,2310,1649,1347,5597,6972
"ENSG00000202198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137270",4,2,2,8,0,4,2,8,0,2,2,6,2,0,14,10
"ENSG00000253026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217539",0,0,0,0,4,0,0,4,0,2,0,0,2,0,2,4
"ENSG00000199851",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272009",10,9,4,25,12,39,12,23,4,5,23,6,10,12,35,26
"ENSG00000182477",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000168126",0,2,0,16,2,6,2,2,2,5,1,2,4,7,10,3
"ENSG00000124657",16,18,23,22,16,34,12,8,4,5,8,0,7,11,13,10
"ENSG00000214374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218226",189,70,473,112,670,357,210,63,127,174,298,51,103,183,722,351
"ENSG00000278571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227598",38,8,68,36,51,31,11,13,9,12,39,15,15,33,87,50
"ENSG00000285730",11,20,25,31,27,35,17,24,4,18,24,4,10,35,66,59
"ENSG00000265828",0,0,2,0,5,3,0,2,1,5,0,0,2,1,4,5
"ENSG00000284825",0,0,4,0,0,0,2,0,0,0,4,0,1,0,0,0
"ENSG00000284914",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000286674",0,2,1,7,1,1,0,0,2,0,0,0,0,0,0,0
"ENSG00000216966",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000231720",22,2,28,4,25,5,7,7,9,10,33,3,2,5,64,11
"ENSG00000228648",119,25,142,54,213,57,52,28,55,42,148,17,37,5,248,65
"ENSG00000112494",115,16,182,21,36,4,10,4,30,31,132,6,48,8,197,32
"ENSG00000120440",22,4,26,10,46,9,6,8,10,12,33,10,30,10,58,24
"ENSG00000217447",11,0,7,0,12,3,0,0,2,3,15,0,2,1,4,11
"ENSG00000135312",170,74,182,144,240,180,62,230,111,38,250,67,116,256,429,263
"ENSG00000219607",52,32,45,58,166,39,20,26,32,32,87,30,32,36,125,98
"ENSG00000111913",2407,708,5046,1051,3051,1161,595,640,1525,391,7690,376,1688,1210,6581,1526
"ENSG00000164465",1455,733,2360,1518,3537,1342,1087,1000,760,964,2913,671,742,770,3376,1666
"ENSG00000118482",12740,7389,21583,16689,29096,21174,8450,13156,6233,7671,20869,7300,6806,9997,37493,25795
"ENSG00000146242",4145,2302,11726,5358,21517,5770,3882,4207,2350,7658,21004,2642,3819,2352,12669,12577
"ENSG00000189241",8357,7137,14571,12155,22660,17435,6413,10892,3946,6179,13717,4531,4860,7422,23544,18760
"ENSG00000112246",2,4,34,8,36,20,20,2,4,0,14,0,10,0,12,6
"ENSG00000124789",17308,11254,33071,20946,43179,29746,12964,16358,7984,11546,30105,8459,9096,12766,48892,31891
"ENSG00000120436",0,4,0,4,0,0,0,2,2,2,0,0,0,2,0,0
"ENSG00000198670",6,0,1,2,6,2,4,0,4,0,6,0,2,0,2,2
"ENSG00000145982",1146,1372,2413,2610,3654,3525,1165,1903,538,1557,1829,776,838,1602,3089,4175
"ENSG00000112238",16,14,40,18,28,34,2,32,0,14,32,5,8,8,40,30
"ENSG00000047579",1742,963,3446,2572,5160,2785,1147,2241,978,1230,2877,1012,1305,1084,4591,3826
"ENSG00000008197",0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,14
"ENSG00000137393",450,630,717,1045,1209,1455,500,818,260,349,504,160,255,958,1077,1189
"ENSG00000168994",504,84,744,231,1046,182,219,141,505,245,1125,173,270,67,1278,470
"ENSG00000009765",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4
"ENSG00000287268",0,0,0,0,4,8,0,0,0,0,0,0,2,0,2,0
"ENSG00000004809",19,14,46,11,39,25,7,16,0,2,0,0,6,22,0,8
"ENSG00000241162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203797",0,0,2,4,6,2,0,0,0,0,0,0,0,0,4,0
"ENSG00000124535",4372,3938,6364,6869,9896,8749,2686,6410,2423,4134,7014,3177,2309,4160,13041,10524
"ENSG00000021355",2084,989,2701,2143,5851,2650,905,2312,962,759,4061,1238,1371,1201,4156,3007
"ENSG00000266750",1,0,0,0,1,0,1,0,3,0,3,0,1,0,0,0
"ENSG00000170542",47894,32589,17672,23494,38829,43774,5564,34160,38240,19247,27670,11886,5947,15139,65022,30895
"ENSG00000232999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228365",0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000124570",3050,1835,4545,3581,6612,3322,1301,3361,1922,2298,4800,2017,1494,1823,8149,6138
"ENSG00000244041",455,217,469,362,386,224,101,218,103,118,569,158,209,108,937,502
"ENSG00000224846",55,16,12,24,147,71,35,102,6,4,154,99,1,9,25,23
"ENSG00000271361",11,3,42,15,18,23,7,33,4,11,21,5,5,6,49,13
"ENSG00000288612",58,25,116,70,49,38,31,32,32,16,73,20,62,22,242,72
"ENSG00000274855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232654",4,5,8,4,3,2,0,0,0,0,0,0,0,2,0,0
"ENSG00000217707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229282",71,13,26,13,25,20,8,31,8,2,46,13,13,21,67,30
"ENSG00000272277",47,50,63,53,130,122,46,86,20,55,44,20,37,62,110,96
"ENSG00000222248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137274",2838,1096,4037,2331,5962,2589,1582,1746,1093,1308,5973,1239,1751,1832,8100,5188
"ENSG00000228170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216819",17,15,25,36,34,40,8,49,15,27,30,18,18,27,47,49
"ENSG00000202050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112293",713,796,1343,1581,2097,2386,614,1465,324,762,1266,703,434,738,2029,2132
"ENSG00000112294",1123,566,1534,682,2650,1211,655,619,559,764,2090,460,726,504,3422,1712
"ENSG00000218186",0,0,0,1,2,6,0,0,0,0,2,0,2,1,0,2
"ENSG00000111802",5460,6477,10496,10987,16446,15074,5104,8884,3174,4795,8519,3720,3394,5535,17180,15756
"ENSG00000112304",5520,1892,7051,6327,13489,6661,2961,4952,2418,1772,5477,2144,2847,2639,13725,8899
"ENSG00000272345",1,7,25,9,35,8,12,12,4,11,7,8,9,2,34,5
"ENSG00000272402",0,3,4,4,15,4,6,8,2,0,4,3,3,0,14,9
"ENSG00000206702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000145979",4868,2684,6861,5348,8544,4170,2253,2703,1831,1556,4945,1428,2193,1776,10440,6331
"ENSG00000272379",1,1,1,0,1,0,1,1,1,0,1,0,1,0,5,0
"ENSG00000234015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112425",385,474,1234,963,1660,1212,480,587,247,407,995,466,376,642,1331,1860
"ENSG00000112367",5597,2567,9221,6454,11567,5594,2451,4547,2960,2094,8588,2778,3130,2933,14160,8476
"ENSG00000207193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137198",80,14,152,62,269,69,39,48,74,78,244,56,66,35,134,119
"ENSG00000282024",45,11,75,36,115,63,24,60,278,145,36,28,40,3,114,80
"ENSG00000272341",34,14,16,32,53,21,6,53,55,36,53,20,18,8,98,46
"ENSG00000229281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213886",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000232173",7,0,0,1,2,0,1,4,2,0,2,3,6,2,2,2
"ENSG00000227609",6,0,0,2,4,0,2,4,0,0,9,1,0,0,2,0
"ENSG00000201330",0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0
"ENSG00000231301",0,0,2,0,6,1,0,2,0,0,0,0,0,0,3,0
"ENSG00000235238",14,11,42,44,60,55,20,24,11,11,41,13,12,29,67,64
"ENSG00000204655",68,46,75,83,79,88,12,98,38,66,45,36,17,39,130,53
"ENSG00000233916",4,0,2,3,10,6,6,3,6,0,3,3,1,7,33,9
"ENSG00000204642",465,61,642,278,1020,232,139,235,280,58,696,131,201,142,1086,180
"ENSG00000225864",0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
"ENSG00000214922",213,4,170,19,271,12,49,11,154,13,343,32,26,21,258,15
"ENSG00000239257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273340",15,0,27,6,25,0,5,2,21,0,60,9,0,0,67,2
"ENSG00000227758",0,0,3,1,0,0,0,0,0,6,11,0,0,0,5,0
"ENSG00000199290",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000235821",14,3,6,0,12,2,6,0,6,0,28,0,0,0,7,0
"ENSG00000272236",4,0,1,0,0,0,1,0,4,0,4,0,2,0,4,0
"ENSG00000285761",65,4,47,6,61,7,22,6,27,4,65,3,21,8,56,4
"ENSG00000270896",1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000176998",36,2,41,2,111,3,23,3,7,0,73,4,4,1,82,2
"ENSG00000261548",3,0,4,1,3,4,3,3,2,0,2,0,0,1,0,1
"ENSG00000213880",2,0,6,0,6,0,0,0,4,0,3,2,0,2,2,0
"ENSG00000237042",0,0,2,0,1,0,0,0,0,0,3,2,0,0,0,0
"ENSG00000205318",4,0,0,0,0,0,1,0,6,1,3,0,0,2,7,4
"ENSG00000285763",56,8,57,33,56,22,15,14,12,10,29,6,6,12,122,87
"ENSG00000201048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000111845",5490,4218,7722,8140,10954,11529,3392,6915,1907,4164,7532,2661,2841,4072,13049,10929
"ENSG00000111843",11906,5400,19579,12999,29853,15296,7731,9221,5119,6844,17924,4172,8774,6440,31991,20993
"ENSG00000272097",17,3,17,35,30,24,7,32,10,13,54,12,15,22,57,66
"ENSG00000137210",4703,4077,7127,8098,10705,9606,2963,6409,1433,3086,7029,2770,3448,4658,12055,10670
"ENSG00000272162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222383",0,3,0,0,0,5,0,3,6,6,7,3,0,1,9,7
"ENSG00000111837",50,13,172,67,183,46,27,65,12,51,135,36,52,36,187,196
"ENSG00000124827",8,2,18,2,18,8,3,1,9,2,10,0,6,0,33,4
"ENSG00000235051",7,2,10,6,5,1,0,0,2,0,7,0,5,1,9,0
"ENSG00000204644",370,86,163,108,392,397,73,584,83,98,434,50,104,64,574,175
"ENSG00000220305",3,0,5,0,10,0,6,0,0,4,16,0,3,0,6,9
"ENSG00000251988",1,0,5,0,2,2,1,0,2,2,4,2,0,0,11,4
"ENSG00000146457",7001,7035,17736,14796,23751,20195,8248,11447,3525,7519,15210,5156,5966,7809,28221,24323
"ENSG00000285427",12,13,37,35,67,55,13,38,11,24,21,0,19,13,59,50
"ENSG00000120437",8815,7983,18484,15669,31377,23793,10454,13260,4853,8998,16372,4243,7617,8529,24612,21611
"ENSG00000120438",45279,44473,74251,100760,98157,108519,29614,74557,21526,34110,60399,34434,26978,48836,131135,124722
"ENSG00000207392",11,3,6,6,14,17,0,17,5,7,10,3,0,3,24,9
"ENSG00000206910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112110",6483,7510,11067,15438,15048,17135,4663,12788,3532,5893,9334,5472,4415,7288,18879,18966
"ENSG00000146453",18,4,24,23,25,30,7,34,2,13,20,12,23,16,33,40
"ENSG00000146223",15625,9611,23933,19951,31324,28606,10425,19355,6788,10338,22289,7238,9242,11952,43962,32938
"ENSG00000221821",362,233,497,580,836,690,214,491,190,222,659,216,192,217,1069,776
"ENSG00000288010",0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,5
"ENSG00000171611",0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1
"ENSG00000231113",59,21,121,71,106,93,42,63,29,45,163,27,63,46,190,151
"ENSG00000181524",162,148,292,312,400,277,150,219,84,106,226,106,168,150,483,421
"ENSG00000124713",136,50,199,150,202,52,35,63,33,18,50,32,125,63,481,150
"ENSG00000124587",2307,1107,4056,1808,9732,3033,2224,2234,2424,2401,9741,3122,2522,2410,11927,6817
"ENSG00000112640",7734,4030,12159,8439,17231,10128,5009,7329,3418,4205,11634,3543,3943,4969,23854,14021
"ENSG00000124733",7909,5952,13657,14771,20255,16954,6239,10832,2983,5627,11218,4884,5773,7923,23071,20590
"ENSG00000124541",4587,7418,8265,9579,12457,16852,5122,8927,2191,6720,7178,2836,2976,6503,15109,16107
"ENSG00000272223",5,2,5,6,7,7,2,4,4,1,19,0,13,1,49,9
"ENSG00000240625",0,1,9,0,0,0,2,2,4,1,8,0,3,0,25,0
"ENSG00000137171",2509,1686,5367,3658,7143,4715,2265,3255,1422,1790,5049,1159,2078,2531,9660,6142
"ENSG00000112651",1326,672,1855,1841,2379,1780,757,1353,531,649,1788,608,845,834,3589,2124
"ENSG00000272170",11,2,25,5,21,7,9,12,6,8,57,4,16,0,35,16
"ENSG00000112655",32299,19676,61328,40210,85052,42526,21640,28906,17407,17163,60055,16468,20439,22238,94966,64786
"ENSG00000112658",18661,13941,27481,21653,34949,30654,9138,18496,7503,13930,29958,8475,10716,16970,48016,33221
"ENSG00000112659",1232,450,2064,2108,3005,1741,755,1787,863,696,4067,1191,828,977,4671,3751
"ENSG00000245261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112667",4294,1630,7384,3253,10114,2829,2019,1979,1795,1657,7745,1966,3510,1794,9976,4821
"ENSG00000217483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285844",0,0,10,0,7,0,0,0,0,2,4,0,0,0,2,4
"ENSG00000266180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232422",2,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0
"ENSG00000220515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229154",2,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0
"ENSG00000234025",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000243501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251360",0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0
"ENSG00000256980",2,0,0,2,0,0,1,8,0,2,2,0,0,0,2,2
"ENSG00000229852",243,73,730,272,566,338,179,205,69,156,703,115,198,161,1025,516
"ENSG00000239626",0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
